13:49:06.243 [main] INFO  resources.Log - Selected First carrier which is: 9mobile Nigeria
13:49:41.445 [main] INFO  resources.Log - XXXXXXXXXXXXXXXXXXXXXXX             -E---N---D-             XXXXXXXXXXXXXXXXXXXXXX
13:49:41.445 [main] INFO  resources.Log - X
13:49:41.445 [main] INFO  resources.Log - X
13:49:41.445 [main] INFO  resources.Log - X
13:49:41.445 [main] INFO  resources.Log - X
13:49:41.709 [main] INFO  resources.Log - came to flush
13:53:43.568 [main] INFO  resources.Log - Onstart
13:53:43.585 [main] INFO  resources.Log - Reading the Property file
13:53:43.587 [main] INFO  resources.Log - The Value of the Browser Fetched from the Properties: chrome
13:53:43.587 [main] INFO  resources.Log - Fetching the Browser value as chrome
13:53:43.587 [main] INFO  resources.Log - Invoking the chrome Browser
13:53:45.042 [main] INFO  resources.Log - Maximized the Browser window
13:53:45.047 [main] INFO  resources.Log - Reading the Property file
13:53:45.047 [main] INFO  resources.Log - The Value of the BaseURL Fetched from the Properties: https://stagingpartners.dotgo.com/
13:53:51.511 [main] INFO  resources.Log - Reading the Property file
13:53:51.512 [main] INFO  resources.Log - The Value of the CreateNewBotEmail Fetched from the Properties: knjyothi@kirusa.com
13:53:51.512 [main] INFO  resources.Log - Reading the Property file
13:53:51.512 [main] INFO  resources.Log - The Value of the CreateNewBotPassword Fetched from the Properties: Abcd@1234
13:53:51.512 [main] INFO  resources.Log - Clicking on SingIn
13:53:51.513 [main] INFO  resources.Log - knjyothi@kirusa.com
13:53:51.513 [main] INFO  resources.Log - Abcd@1234
13:53:57.716 [main] INFO  resources.Log - Entered the Email ID: knjyothi@kirusa.com
13:53:57.792 [main] INFO  resources.Log - Entered the password :Abcd@1234
13:54:10.806 [main] INFO  resources.Log - Clicked on Login Button
13:54:10.808 [main] INFO  resources.Log - Reading the Property file
13:54:10.808 [main] INFO  resources.Log - The Value of the Browser Fetched from the Properties: chrome
13:54:10.809 [main] INFO  resources.Log - Fetching the Browser value as chrome
13:54:10.809 [main] INFO  resources.Log - Invoking the chrome Browser
13:54:11.373 [main] INFO  resources.Log - Maximized the Browser window
13:54:11.379 [main] INFO  resources.Log - Reading the Property file
13:54:11.379 [main] INFO  resources.Log - The Value of the BaseURL Fetched from the Properties: https://stagingpartners.dotgo.com/
13:54:20.286 [main] INFO  resources.Log - Reading the Property file
13:54:20.286 [main] INFO  resources.Log - The Value of the CreateNewBotEmail Fetched from the Properties: knjyothi@kirusa.com
13:54:20.287 [main] INFO  resources.Log - Reading the Property file
13:54:20.287 [main] INFO  resources.Log - The Value of the CreateNewBotPassword Fetched from the Properties: Abcd@1234
13:54:20.287 [main] INFO  resources.Log - Clicking on SingIn
13:54:20.287 [main] INFO  resources.Log - knjyothi@kirusa.com
13:54:20.287 [main] INFO  resources.Log - Abcd@1234
13:54:26.172 [main] INFO  resources.Log - Entered the Email ID: knjyothi@kirusa.com
13:54:26.276 [main] INFO  resources.Log - Entered the password :Abcd@1234
13:54:42.304 [main] INFO  resources.Log - Clicked on Login Button
13:54:42.352 [main] INFO  resources.Log - Reading JSON to String
13:54:42.612 [main] INFO  resources.Log - Converting String to HashMap
13:54:42.620 [main] INFO  resources.Log - Reading the Property file
13:54:42.620 [main] INFO  resources.Log - The Value of the Browser Fetched from the Properties: chrome
13:54:42.620 [main] INFO  resources.Log - Fetching the Browser value as chrome
13:54:42.620 [main] INFO  resources.Log - Invoking the chrome Browser
13:54:43.234 [main] INFO  resources.Log - Maximized the Browser window
13:54:43.243 [main] INFO  resources.Log - Reading the Property file
13:54:43.243 [main] INFO  resources.Log - The Value of the BaseURL Fetched from the Properties: https://stagingpartners.dotgo.com/
13:55:11.369 [main] INFO  resources.Log - Listener OnTestStart method loginPageTest
13:55:11.369 [main] INFO  resources.Log - ****************************************************************************************
13:55:11.369 [main] INFO  resources.Log - ****************************************************************************************
13:55:11.369 [main] INFO  resources.Log - $$$$$$$$$$$$$$$$$$$$$                 loginPageTest       $$$$$$$$$$$$$$$$$$$$$$$$$
13:55:11.369 [main] INFO  resources.Log - ****************************************************************************************
13:55:11.369 [main] INFO  resources.Log - ****************************************************************************************
13:55:11.370 [main] INFO  resources.Log - Clicking on SingIn
13:55:11.370 [main] INFO  resources.Log - knjyothi@kirusa.com
13:55:11.370 [main] INFO  resources.Log - Abcd@1234
13:55:17.507 [main] INFO  resources.Log - Entered the Email ID: knjyothi@kirusa.com
13:55:17.575 [main] INFO  resources.Log - Entered the password :Abcd@1234
13:55:30.765 [main] INFO  resources.Log - Clicked on Login Button
13:55:30.767 [main] INFO  resources.Log - Reading the Property file
13:55:30.767 [main] INFO  resources.Log - The Value of the DashboardURL Fetched from the Properties: https://stagingpartners.dotgo.com/developer/dashboard
13:55:30.772 [main] INFO  resources.Log - Successfully Logged in to the Dashboard
13:55:30.778 [main] INFO  resources.Log - XXXXXXXXXXXXXXXXXXXXXXX             -E---N---D-             XXXXXXXXXXXXXXXXXXXXXX
13:55:30.778 [main] INFO  resources.Log - X
13:55:30.778 [main] INFO  resources.Log - X
13:55:30.778 [main] INFO  resources.Log - X
13:55:30.778 [main] INFO  resources.Log - X
13:55:30.898 [main] INFO  resources.Log - Reading the Property file
13:55:30.899 [main] INFO  resources.Log - The Value of the Browser Fetched from the Properties: chrome
13:55:30.899 [main] INFO  resources.Log - Fetching the Browser value as chrome
13:55:30.899 [main] INFO  resources.Log - Invoking the chrome Browser
13:55:31.375 [main] INFO  resources.Log - Maximized the Browser window
13:55:31.385 [main] INFO  resources.Log - Reading the Property file
13:55:31.386 [main] INFO  resources.Log - The Value of the BaseURL Fetched from the Properties: https://stagingpartners.dotgo.com/
13:55:44.246 [main] INFO  resources.Log - Listener OnTestStart method loginPageTest
13:55:44.246 [main] INFO  resources.Log - ****************************************************************************************
13:55:44.246 [main] INFO  resources.Log - ****************************************************************************************
13:55:44.246 [main] INFO  resources.Log - $$$$$$$$$$$$$$$$$$$$$                 loginPageTest       $$$$$$$$$$$$$$$$$$$$$$$$$
13:55:44.246 [main] INFO  resources.Log - ****************************************************************************************
13:55:44.246 [main] INFO  resources.Log - ****************************************************************************************
13:55:44.247 [main] INFO  resources.Log - Clicking on SingIn
13:55:44.248 [main] INFO  resources.Log - kumar@gmail.com
13:55:44.248 [main] INFO  resources.Log - pass
13:55:48.853 [main] INFO  resources.Log - Entered the Email ID: kumar@gmail.com
13:55:48.911 [main] INFO  resources.Log - Entered the password :pass
13:55:52.556 [main] INFO  resources.Log - Clicked on Login Button
13:55:52.557 [main] INFO  resources.Log - Reading the Property file
13:55:52.557 [main] INFO  resources.Log - The Value of the DashboardURL Fetched from the Properties: https://stagingpartners.dotgo.com/developer/dashboard
13:55:52.599 [main] INFO  resources.Log - Taking Screeshot of the webpage
13:55:52.806 [main] INFO  resources.Log - Adding the Screenshot to the Reports
13:55:52.808 [main] INFO  resources.Log - XXXXXXXXXXXXXXXXXXXXXXX             -E---N---D-             XXXXXXXXXXXXXXXXXXXXXX
13:55:52.809 [main] INFO  resources.Log - X
13:55:52.809 [main] INFO  resources.Log - X
13:55:52.809 [main] INFO  resources.Log - X
13:55:52.809 [main] INFO  resources.Log - X
13:55:52.921 [main] INFO  resources.Log - Reading the Property file
13:55:52.922 [main] INFO  resources.Log - The Value of the Browser Fetched from the Properties: chrome
13:55:52.922 [main] INFO  resources.Log - Fetching the Browser value as chrome
13:55:52.922 [main] INFO  resources.Log - Invoking the chrome Browser
13:55:53.451 [main] INFO  resources.Log - Maximized the Browser window
13:55:53.456 [main] INFO  resources.Log - Reading the Property file
13:55:53.456 [main] INFO  resources.Log - The Value of the BaseURL Fetched from the Properties: https://stagingpartners.dotgo.com/
13:56:07.776 [main] INFO  resources.Log - Listener OnTestStart method loginPageTest
13:56:07.776 [main] INFO  resources.Log - ****************************************************************************************
13:56:07.776 [main] INFO  resources.Log - ****************************************************************************************
13:56:07.776 [main] INFO  resources.Log - $$$$$$$$$$$$$$$$$$$$$                 loginPageTest       $$$$$$$$$$$$$$$$$$$$$$$$$
13:56:07.776 [main] INFO  resources.Log - ****************************************************************************************
13:56:07.776 [main] INFO  resources.Log - ****************************************************************************************
13:56:07.777 [main] INFO  resources.Log - Clicking on SingIn
13:56:07.777 [main] INFO  resources.Log - amar@gmail.com
13:56:07.777 [main] INFO  resources.Log - new
13:56:12.494 [main] INFO  resources.Log - Entered the Email ID: amar@gmail.com
13:56:12.569 [main] INFO  resources.Log - Entered the password :new
13:56:15.977 [main] INFO  resources.Log - Clicked on Login Button
13:56:15.978 [main] INFO  resources.Log - Reading the Property file
13:56:15.978 [main] INFO  resources.Log - The Value of the DashboardURL Fetched from the Properties: https://stagingpartners.dotgo.com/developer/dashboard
13:56:16.049 [main] INFO  resources.Log - Taking Screeshot of the webpage
13:56:16.231 [main] INFO  resources.Log - Adding the Screenshot to the Reports
13:56:16.233 [main] INFO  resources.Log - XXXXXXXXXXXXXXXXXXXXXXX             -E---N---D-             XXXXXXXXXXXXXXXXXXXXXX
13:56:16.233 [main] INFO  resources.Log - X
13:56:16.233 [main] INFO  resources.Log - X
13:56:16.233 [main] INFO  resources.Log - X
13:56:16.233 [main] INFO  resources.Log - X
13:56:16.347 [main] INFO  resources.Log - Listener OnTestStart method createNewBot
13:56:16.348 [main] INFO  resources.Log - ****************************************************************************************
13:56:16.348 [main] INFO  resources.Log - ****************************************************************************************
13:56:16.348 [main] INFO  resources.Log - $$$$$$$$$$$$$$$$$$$$$                 createNewBot       $$$$$$$$$$$$$$$$$$$$$$$$$
13:56:16.348 [main] INFO  resources.Log - ****************************************************************************************
13:56:16.348 [main] INFO  resources.Log - ****************************************************************************************
13:56:16.349 [main] INFO  resources.Log - Reading the Property file
13:56:16.349 [main] INFO  resources.Log - The Value of the DashboardURL Fetched from the Properties: https://stagingpartners.dotgo.com/developer/dashboard
13:56:18.683 [main] INFO  resources.Log - Clicked on Create New RCS BOT button
13:56:18.690 [main] INFO  resources.Log - Reading the Property file
13:56:18.690 [main] INFO  resources.Log - The Value of the RcsBotDetailsURL Fetched from the Properties: https://stagingpartners.dotgo.com/developer/create-bot/rcs-bot-details
13:56:18.690 [main] INFO  resources.Log - -----------Sucessfully Entered RCS BOT DETAILs page--------
13:56:18.692 [main] INFO  resources.Log - Reading the Property file
13:56:18.693 [main] INFO  resources.Log - The Value of the CreateNewBotName Fetched from the Properties: AutomationBot
13:56:18.808 [main] INFO  resources.Log - Reading the Property file
13:56:18.808 [main] INFO  resources.Log - The Value of the CreateNewBotName Fetched from the Properties: AutomationBot
13:56:18.808 [main] INFO  resources.Log - Entered the BotName
13:56:18.809 [main] INFO  resources.Log - Reading the Property file
13:56:18.809 [main] INFO  resources.Log - The Value of the CreateNewBotBrandName Fetched from the Properties: Automate
13:56:18.964 [main] INFO  resources.Log - Entered Brand Name
13:56:19.064 [main] INFO  resources.Log - Clicked on upload BOT logo
13:56:19.588 [main] INFO  resources.Log - Cropped Image to the 224 pixels Wide x 224 pixels Tall
13:56:19.667 [main] INFO  resources.Log - Uploaded Bot Logo from local Utils
13:56:20.212 [main] INFO  resources.Log - Clicked on upload Banner Image
13:56:21.720 [main] INFO  resources.Log - Cropped Image to the 550 pixels Wide x 170 pixels Tall
13:56:21.786 [main] INFO  resources.Log - Uploaded Banner Image from local Utils
13:56:22.787 [main] INFO  resources.Log - Reading the Property file
13:56:22.788 [main] INFO  resources.Log - The Value of the CreateNewBotShortDescription Fetched from the Properties: The maintenance of a building, vehicle, road, or machine is the process of keeping it in good condition by regularly checking it and repairing it when necessary.
13:56:22.982 [main] INFO  resources.Log - Entered Short Description
13:56:22.982 [main] INFO  resources.Log - Reading the Property file
13:56:22.983 [main] INFO  resources.Log - The Value of the CreateNewBotPrimaryPhone Fetched from the Properties: 8147539441
13:56:23.114 [main] INFO  resources.Log - Entered Primary Phone Number
13:56:23.115 [main] INFO  resources.Log - Reading the Property file
13:56:23.115 [main] INFO  resources.Log - The Value of the CreateNewBotprimaryPhoneLabel Fetched from the Properties: Personal Number
13:56:23.188 [main] INFO  resources.Log - Entered Primary phone Label
13:56:23.189 [main] INFO  resources.Log - Reading the Property file
13:56:23.189 [main] INFO  resources.Log - The Value of the CreateNewBotPrimaryEMail Fetched from the Properties: Test@gmail.com
13:56:23.379 [main] INFO  resources.Log - Entered Primary EMAIL ID
13:56:23.380 [main] INFO  resources.Log - Reading the Property file
13:56:23.380 [main] INFO  resources.Log - The Value of the CreateNewBotPrimaryEmailLabel Fetched from the Properties: Personal Mail
13:56:23.489 [main] INFO  resources.Log - Entered Primary Email Label
13:56:23.490 [main] INFO  resources.Log - Reading the Property file
13:56:23.490 [main] INFO  resources.Log - The Value of the CreateNewBotPrimaryWebsite Fetched from the Properties: https://www.browserstack.com/
13:56:23.719 [main] INFO  resources.Log - Entered Primary Website URL
13:56:23.719 [main] INFO  resources.Log - Reading the Property file
13:56:23.719 [main] INFO  resources.Log - The Value of the CreateNewBotPrimaryWebsiteLabel Fetched from the Properties: BrowserStack
13:56:23.823 [main] INFO  resources.Log - Entered Primary Website URL LABEL
13:56:23.823 [main] INFO  resources.Log - Reading the Property file
13:56:23.823 [main] INFO  resources.Log - The Value of the CreateNewBotTermsofUseURL Fetched from the Properties: https://stagingpartners.dotgo.com/developer-tos
13:56:23.945 [main] INFO  resources.Log - Entered Terms of Use URL
13:56:23.946 [main] INFO  resources.Log - Reading the Property file
13:56:23.946 [main] INFO  resources.Log - The Value of the CreateNewBotPrivacyPolicyURL Fetched from the Properties: https://stagingpartners.dotgo.com/developer-pp
13:56:24.095 [main] INFO  resources.Log - Entered Privacy policy URL
13:56:24.134 [main] INFO  resources.Log - clicked on RCSAPI Dropdown
13:56:24.135 [main] INFO  resources.Log - Reading the Property file
13:56:24.135 [main] INFO  resources.Log - The Value of the CreateNewBotRCSAPI Fetched from the Properties: GSMA API
13:56:24.200 [main] INFO  resources.Log - Reading the Property file
13:56:24.201 [main] INFO  resources.Log - The Value of the CreateNewBotRCSAPI Fetched from the Properties: GSMA API
13:56:24.201 [main] INFO  resources.Log - Selected RCSAPI Platform as: GSMA API
13:56:24.201 [main] INFO  resources.Log - Reading the Property file
13:56:24.201 [main] INFO  resources.Log - The Value of the CreateNewBotChatbotWebhook Fetched from the Properties: https://stagingpartners.dotgo.com/rbm-terms
13:56:24.291 [main] INFO  resources.Log - Entered Webhook URL
13:56:24.292 [main] INFO  resources.Log - Reading the Property file
13:56:24.292 [main] INFO  resources.Log - The Value of the CreateNewBotLanguagesSupported Fetched from the Properties: English
13:56:24.402 [main] INFO  resources.Log - Entered Supported Languages
13:56:24.527 [main] INFO  resources.Log - Clicked on Next button
13:56:24.530 [main] INFO  resources.Log - Reading the Property file
13:56:24.531 [main] INFO  resources.Log - The Value of the SelectCarrierURL Fetched from the Properties: https://stagingpartners.dotgo.com/developer/create-bot/select-carriers
13:56:24.924 [main] INFO  resources.Log - Selected First carrier which is: 9mobile Nigeria
Nigeriais the country
13:56:24.987 [main] INFO  resources.Log - Submitted the New RCS BOT
13:56:26.015 [main] INFO  resources.Log - Reading the Property file
13:56:26.015 [main] INFO  resources.Log - The Value of the CreateNewBotSucessPopup1 Fetched from the Properties: Bot has been submitted successfully.
13:56:26.027 [main] INFO  resources.Log - Bot has been submitted successfully.
13:56:26.051 [main] INFO  resources.Log - Reading the Property file
13:56:26.051 [main] INFO  resources.Log - The Value of the CreateNewBotSucessPopup2 Fetched from the Properties: Visit dashboard to see the progress.
13:56:26.075 [main] INFO  resources.Log - Visit dashboard to see the progress.
13:56:26.192 [main] INFO  resources.Log - Reading the Property file
13:56:26.192 [main] INFO  resources.Log - The Value of the DashboardURL Fetched from the Properties: https://stagingpartners.dotgo.com/developer/dashboard
13:56:27.961 [main] INFO  resources.Log - AutomationBot
The maintenance of a
13:56:27.989 [main] INFO  resources.Log - Reading the Property file
